;dateConvention_ademe;nomBeneficiaire_ademe;montant_ademe;pourcentageSubvention_ademe;DEPET_ademe;naf1etlib_ademe;naf2etlib_ademe;naf3etlib_ademe;naf4etlib_ademe;naf5etlib_ademe;id_mt;environmentalTopics_mt;fundingTypes_mt;subventionRateUpperBound_mt;subventionRateLowerBound_mt;applicationStartDate_mt;result
545;2019-09-20;CHAMBRE DE COMMERCE ET D'INDUSTRIE COTE-D'OR DIJON METROPOLE;8139.6;1.0;21;Autres activités de services;Activités des organisations associatives;Activités des organisations économiques, patronales et professionnelles;Activités des organisations patronales et consulaires;Activités des organisations patronales et consulaires;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
546;2020-05-11;COMMUNE DE MARINGUES;2000.0;1.0;63;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;267;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
547;2021-03-23;TRANSDEV BFC SUD;16000.0;1.0;71;Transports et entreposage;Transports terrestres et transport par conduites;Autres transports terrestres de voyageurs;Autres transports terrestres de voyageurs n.c.a.;Transports routiers réguliers de voyageurs;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
548;2021-03-30;JACQUES PREVOT ARTIFICES;15654.0;1.0;52;Arts, spectacles et activités récréatives;Activités créatives, artistiques et de spectacle;Activités créatives, artistiques et de spectacle;Activités de soutien au spectacle vivant;Activités de soutien au spectacle vivant;267;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
549;2020-04-17;ROCKWOOL FRANCE SAS;8415.0;1.0;75;Industrie manufacturière;Fabrication d'autres produits minéraux non métalliques;Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a.;Fabrication d'autres produits minéraux non métalliques n.c.a.;Fabrication d'autres produits minéraux non métalliques n.c.a.;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
550;2020-11-23;SM D'ENERGIES EQUIPEMENTS ET COMMUNICATION DU JURA;167890.0;1.0;39;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique (tutelle) des activités économiques;Administration publique (tutelle) des activités économiques;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
551;2018-11-15;LYCEE PROFESSIONNEL AGRICOLE HORTICOLE;340.14;1.0;974;Enseignement;Enseignement;Enseignement secondaire;Enseignement secondaire technique ou professionnel;Enseignement secondaire technique ou professionnel;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
552;2020-09-15;MONTVERS;2520.0;1.0;29;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
553;2021-04-01;MY NATURE BOX;5000.0;1.0;78;Industrie manufacturière;Industrie du papier et du carton;Fabrication d'articles en papier ou en carton;Fabrication d'autres articles en papier ou en carton;Fabrication d'autres articles en papier ou en carton;181;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:42+00:00;0
554;2019-05-02;SAS AGRI METHA 21;165390.0;1.0;21;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;Production et distribution de combustibles gazeux;Production de combustibles gazeux;Production de combustibles gazeux;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
555;2020-11-05;EHPAD ISAC DE ROHAN;16826.7;1.0;44;Santé humaine et action sociale;Hébergement médico-social et social;Hébergement médicalisé;Hébergement médicalisé;Hébergement médicalisé pour personnes âgées;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
556;2021-04-19;SARL BONNIN-DUGUE;13914.0;1.0;85;Construction;Travaux de construction spécialisés;Travaux de finition;Travaux de plâtrerie;Travaux de plâtrerie;203;"[{'name': ""Réduction de l'empreinte carbone"", 'id': 3}]";['Subvention'];69.0;;2021-11-09T15:42:48+00:00;0
557;2019-09-02;PREFABETON;3900.0;1.0;97;Industrie manufacturière;Fabrication d'autres produits minéraux non métalliques;Fabrication d'ouvrages en béton, en ciment ou en plâtre;Fabrication d'éléments en béton pour la construction;Fabrication d'éléments en béton pour la construction;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
558;2019-05-22;ARTOTEL;37500.0;1.0;33;Hébergement et restauration;Hébergement;Hôtels et hébergement similaire;Hôtels et hébergement similaire;Hôtels et hébergement similaire;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
559;2020-11-25;GRA.SA.SA;6402.0;1.0;24;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits agricoles bruts et d'animaux vivants;Commerce de gros de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail;Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail;200;"[{'name': 'Démarche écoconception', 'id': 5}, {'name': ""Performance environnementale de l'alimentation"", 'id': 26}]";['Subvention', 'Ingénierie technique'];55.0;35.0;2021-04-08T00:00:00+00:00;0
560;2021-04-02;AGILENVILLE LYON;23960.0;1.0;69;Transports et entreposage;Activités de poste et de courrier;Autres activités de poste et de courrier;Autres activités de poste et de courrier;Autres activités de poste et de courrier;274;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
561;2021-04-06;RESTOVALOR;9000.0;1.0;33;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"Collecte, traitement et élimination des déchets ; récupération";Collecte des déchets;Collecte des déchets non dangereux;Collecte des déchets non dangereux;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
562;2020-11-09;SPONTEX;21609.0;1.0;60;Industrie manufacturière;Fabrication de textiles;Fabrication d'autres textiles;Fabrication d'autres textiles techniques et industriels;Fabrication d'autres textiles techniques et industriels;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
563;2020-06-17;CENTRE D'ETUDES ET D'EXPERTISE SUR LES RISQUES L'ENVIRONNEMENT LA MOBILITE ET L'AMENAGEMENT;42317.5;1.0;69;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique (tutelle) des activités économiques;Administration publique (tutelle) des activités économiques;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
564;2019-11-13;REGION BRETAGNE;1134600.0;1.0;35;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
565;2020-11-09;TIMAB INDUSTRIES;4800.0;1.0;35;Industrie manufacturière;Industrie chimique;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique;Fabrication d'autres produits chimiques inorganiques de base;Fabrication d'autres produits chimiques inorganiques de base n.c.a.;275;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
566;2018-11-14;THALES;1800.0;1.0;97;Activités de services administratifs et de soutien;Services relatifs aux bâtiments et aménagement paysager;Activités combinées de soutien lié aux bâtiments;Activités combinées de soutien lié aux bâtiments;Activités combinées de soutien lié aux bâtiments;274;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
567;2021-04-23;MOTOROP BRM INDUSTRIES PAR ABREVIATION M.B.I;10850.0;1.0;42;Industrie manufacturière;Fabrication de machines et équipements n.c.a.;Fabrication de machines d'usage général;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
568;2021-03-16;FRANCE TRANSFO;10175.0;1.0;57;Industrie manufacturière;Fabrication d'équipements électriques;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique;Fabrication de moteurs, génératrices et transformateurs électriques;Fabrication de moteurs, génératrices et transformateurs électriques;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
569;2021-03-25;MERSEN FRANCE LA MURE SAS;40000.0;1.0;38;Industrie manufacturière;Fabrication de machines et équipements n.c.a.;Fabrication d'autres machines d'usage général;Fabrication d'équipements aérauliques et frigorifiques industriels;Fabrication d'équipements aérauliques et frigorifiques industriels;274;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
570;2021-04-16;L'EQUILIBRE;13920.0;1.0;44;Hébergement et restauration;Restauration;Restaurants et services de restauration mobile;Restaurants et services de restauration mobile;Restauration de type rapide;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
571;2020-11-09;DEPARTEMENT DE LA SEINE MARITIME;92600.0;1.0;76;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
572;2021-04-20;MORPHEUS;5000.0;1.0;69;Activités spécialisées, scientifiques et techniques;Autres activités spécialisées, scientifiques et techniques;Autres activités spécialisées, scientifiques et techniques n.c.a.;Autres activités spécialisées, scientifiques et techniques n.c.a.;Activités spécialisées, scientifiques et techniques diverses;269;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
573;2020-06-25;CHAMBRE D'AGRICULTURE DU MAINE ET LOIRE;2303.0;1.0;49;Autres activités de services;Activités des organisations associatives;Activités des organisations économiques, patronales et professionnelles;Activités des organisations patronales et consulaires;Activités des organisations patronales et consulaires;275;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
574;2021-04-19;COMMUNE DE LA JARNE;8137.5;1.0;17;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
575;2021-04-12;SKANDI LOCATION;21920.0;1.0;63;Activités de services administratifs et de soutien;Activités de location et location-bail;Location et location-bail de véhicules automobiles;Location et location-bail de camions;Location et location-bail de camions;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
576;2020-06-12;COMMUNE DE HAUTS DE BIENNE;27930.0;1.0;39;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
577;2021-03-25;PHENIX 74;5350.0;1.0;74;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Commerce de détail d'habillement en magasin spécialisé;Commerce de détail d'habillement en magasin spécialisé;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
578;2021-03-31;GIROLAMO;5444.0;1.0;34;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail alimentaire en magasin spécialisé;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
579;2021-03-25;BIO2ALPES;10000.0;1.0;38;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail en magasin non spécialisé;Commerce de détail en magasin non spécialisé à prédominance alimentaire;Commerce d'alimentation générale;190;[{'name': 'Réduction du gaspillage', 'id': 9}];['Subvention'];55.0;;2021-11-09T15:42:42+00:00;0
580;2020-05-19;CENTRE HOSPITALIER DES VALLEES D'ARIEGE;17220.0;1.0;09;Santé humaine et action sociale;Activités pour la santé humaine;Activités hospitalières;Activités hospitalières;Activités hospitalières;190;[{'name': 'Réduction du gaspillage', 'id': 9}];['Subvention'];55.0;;2021-11-09T15:42:42+00:00;0
581;2021-04-20;INVITATION A LA FERME;64064.0;1.0;44;Activités spécialisées, scientifiques et techniques;"Activités des sièges sociaux ; conseil de gestion";Conseil de gestion;Conseil pour les affaires et autres conseils de gestion;Conseil pour les affaires et autres conseils de gestion;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
582;2018-08-27;PARTAGE TON FRIGO;44406.0;0.7;57;Autres activités de services;Activités des organisations associatives;Activités des autres organisations associatives;Activités des organisations associatives n.c.a.;Autres organisations fonctionnant par adhésion volontaire;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
583;2018-08-27;PARTAGE TON FRIGO;44406.0;0.7;57;Autres activités de services;Activités des organisations associatives;Activités des autres organisations associatives;Activités des organisations associatives n.c.a.;Autres organisations fonctionnant par adhésion volontaire;275;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
584;2021-04-06;ETS PUBLIC DEPARTEMENTAL DE CLAIRVIVRE;8881.25;1.0;24;Santé humaine et action sociale;Action sociale sans hébergement;Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;Aide par le travail;191;[{'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}];['Subvention', 'Autre aide financière'];55.0;;2021-11-09T15:42:42+00:00;0
585;2021-03-15;VALANJOU ALIMENTATION;10800.0;1.0;49;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail en magasin non spécialisé;Commerce de détail en magasin non spécialisé à prédominance alimentaire;Supérettes;181;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:42+00:00;0
586;2021-04-07;MURGESE;8231.0;1.0;76;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
587;2020-08-06;ARIANEGROUP SAS;9815.0;1.0;31;Industrie manufacturière;Industrie chimique;Fabrication d'autres produits chimiques;Fabrication de produits explosifs;Fabrication de produits explosifs;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
588;2021-03-30;SAERT;5000.0;1.0;67;Construction;Génie civil;Construction de routes et de voies ferrées;Construction de ponts et tunnels;Construction d'ouvrages d'art;267;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
589;2021-04-19;METHAGRILOUE;2730.0;1.0;72;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;Production et distribution de combustibles gazeux;Production de combustibles gazeux;Production de combustibles gazeux;161;"[{'name': ""Réduction de la consommation d'énergie"", 'id': 6}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}]";['Subvention'];70.0;;2021-11-09T15:42:41+00:00;0
590;2021-04-08;SARL L'EPINETTE;81016.0;1.0;89;Activités spécialisées, scientifiques et techniques;"Activités des sièges sociaux ; conseil de gestion";Activités des sièges sociaux;Activités des sièges sociaux;Activités des sièges sociaux;274;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
591;2018-06-11;CONSEIL RESEAU TELE-INFORMATIQUE;5320.0;1.0;76;Information et communication;Programmation, conseil et autres activités informatiques;Programmation, conseil et autres activités informatiques;Conseil informatique;Conseil en systèmes et logiciels informatiques;275;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
592;2021-04-27;SERVICES ECUSSON VERT;89000.0;1.0;34;Transports et entreposage;Activités de poste et de courrier;Autres activités de poste et de courrier;Autres activités de poste et de courrier;Autres activités de poste et de courrier;182;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;50.0;2021-11-09T15:42:41+00:00;0
593;2018-11-19;METHA-PALMI-PORC;260000.0;1.0;24;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;Production, transport et distribution d'électricité;Production d'électricité;Production d'électricité;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
594;2020-11-17;COMMUNE DE MIRABEL;1680.0;1.0;82;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;161;"[{'name': ""Réduction de la consommation d'énergie"", 'id': 6}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}]";['Subvention'];70.0;;2021-11-09T15:42:41+00:00;0
595;2021-03-25;SABAUDIA TP;13622.0;1.0;73;Construction;Construction de bâtiments;Construction de bâtiments résidentiels et non résidentiels;Construction de bâtiments résidentiels et non résidentiels;Construction d'autres bâtiments;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
596;2021-03-25;INDUSTRIE DOLOISE DE MICRO-MECANIQUE;12150.0;1.0;39;Industrie manufacturière;Fabrication de produits métalliques, à l'exception des machines et des équipements;"Traitement et revêtement des métaux ; usinage";Usinage;Mécanique industrielle;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
597;2021-03-25;BTP DU BALCON EST;16520.0;1.0;38;Construction;Travaux de construction spécialisés;Démolition et préparation des sites;Travaux de préparation des sites;Travaux de terrassement courants et travaux préparatoires;203;"[{'name': ""Réduction de l'empreinte carbone"", 'id': 3}]";['Subvention'];69.0;;2021-11-09T15:42:48+00:00;0
598;2018-11-08;TACANTE;24287.9;1.0;75;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Autre commerce de détail de biens neufs en magasin spécialisé;Autres commerces de détail spécialisés divers;274;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
599;2018-11-08;TACANTE;24287.9;1.0;75;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Autre commerce de détail de biens neufs en magasin spécialisé;Autres commerces de détail spécialisés divers;275;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
600;2021-04-27;LABORATOIRE LAC;22250.0;1.0;06;Industrie manufacturière;Industries alimentaires;Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires;Fabrication de pain et de pâtisserie fraîche;Pâtisserie;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
601;2021-03-08;DALIA MONTMARTRE;7750.0;1.0;75;Hébergement et restauration;Restauration;Restaurants et services de restauration mobile;Restaurants et services de restauration mobile;Restauration traditionnelle;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
602;2021-04-13;NABOO;8000.0;1.0;21;Information et communication;Programmation et diffusion;Édition et diffusion de programmes radio;Édition et diffusion de programmes radio;Édition et diffusion de programmes radio;274;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
603;2021-04-26;ELODYS INTERNATIONAL;8471.0;1.0;49;Activités spécialisées, scientifiques et techniques;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Activités d'architecture et d'ingénierie;Activités d'ingénierie;Ingénierie, études techniques;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
